parcel_id,municipal_plot_id,conflict_count,recommended_action,explanation,confidence_score,confidence_level,evidence,review_status,officer_action,officer_comment,priority
P0479,M-8478,0,NO ACTION,No significant conflict detected between the available records.,98,HIGH CONFIDENCE,No significant conflict was detected between the available records.,AUTO CLEARED,NOT REQUIRED,,NONE
P0480,M-8479,0,NO ACTION,No significant conflict detected between the available records.,98,HIGH CONFIDENCE,No significant conflict was detected between the available records.,AUTO CLEARED,NOT REQUIRED,,NONE
P0481,M-8480,0,NO ACTION,No significant conflict detected between the available records.,98,HIGH CONFIDENCE,No significant conflict was detected between the available records.,AUTO CLEARED,NOT REQUIRED,,NONE
P0482,M-8481,0,NO ACTION,No significant conflict detected between the available records.,98,HIGH CONFIDENCE,No significant conflict was detected between the available records.,AUTO CLEARED,NOT REQUIRED,,NONE
P0483,M-8482,0,NO ACTION,No significant conflict detected between the available records.,98,HIGH CONFIDENCE,No significant conflict was detected between the available records.,AUTO CLEARED,NOT REQUIRED,,NONE
P0484,M-8483,0,NO ACTION,No significant conflict detected between the available records.,98,HIGH CONFIDENCE,No significant conflict was detected between the available records.,AUTO CLEARED,NOT REQUIRED,,NONE
P0485,M-8484,0,NO ACTION,No significant conflict detected between the available records.,98,HIGH CONFIDENCE,No significant conflict was detected between the available records.,AUTO CLEARED,NOT REQUIRED,,NONE
P0486,M-8485,0,NO ACTION,No significant conflict detected between the available records.,98,HIGH CONFIDENCE,No significant conflict was detected between the available records.,AUTO CLEARED,NOT REQUIRED,,NONE
P0487,M-8486,0,NO ACTION,No significant conflict detected between the available records.,98,HIGH CONFIDENCE,No significant conflict was detected between the available records.,AUTO CLEARED,NOT REQUIRED,,NONE
P0488,M-8487,0,NO ACTION,No significant conflict detected between the available records.,98,HIGH CONFIDENCE,No significant conflict was detected between the available records.,AUTO CLEARED,NOT REQUIRED,,NONE
P0489,M-8488,0,NO ACTION,No significant conflict detected between the available records.,98,HIGH CONFIDENCE,No significant conflict was detected between the available records.,AUTO CLEARED,NOT REQUIRED,,NONE
P0490,M-8489,0,NO ACTION,No significant conflict detected between the available records.,98,HIGH CONFIDENCE,No significant conflict was detected between the available records.,AUTO CLEARED,NOT REQUIRED,,NONE
P0491,M-8490,0,NO ACTION,No significant conflict detected between the available records.,98,HIGH CONFIDENCE,No significant conflict was detected between the available records.,AUTO CLEARED,NOT REQUIRED,,NONE
P0492,M-8491,0,NO ACTION,No significant conflict detected between the available records.,98,HIGH CONFIDENCE,No significant conflict was detected between the available records.,AUTO CLEARED,NOT REQUIRED,,NONE
P0493,M-8492,0,NO ACTION,No significant conflict detected between the available records.,98,HIGH CONFIDENCE,No significant conflict was detected between the available records.,AUTO CLEARED,NOT REQUIRED,,NONE
P0494,M-8493,0,NO ACTION,No significant conflict detected between the available records.,98,HIGH CONFIDENCE,No significant conflict was detected between the available records.,AUTO CLEARED,NOT REQUIRED,,NONE
P0495,M-8494,0,NO ACTION,No significant conflict detected between the available records.,98,HIGH CONFIDENCE,No significant conflict was detected between the available records.,AUTO CLEARED,NOT REQUIRED,,NONE
P0496,M-8495,0,NO ACTION,No significant conflict detected between the available records.,98,HIGH CONFIDENCE,No significant conflict was detected between the available records.,AUTO CLEARED,NOT REQUIRED,,NONE
P0497,M-8496,0,NO ACTION,No significant conflict detected between the available records.,98,HIGH CONFIDENCE,No significant conflict was detected between the available records.,AUTO CLEARED,NOT REQUIRED,,NONE
P0498,M-8497,0,NO ACTION,No significant conflict detected between the available records.,98,HIGH CONFIDENCE,No significant conflict was detected between the available records.,AUTO CLEARED,NOT REQUIRED,,NONE
P0499,M-8498,0,NO ACTION,No significant conflict detected between the available records.,98,HIGH CONFIDENCE,No significant conflict was detected between the available records.,AUTO CLEARED,NOT REQUIRED,,NONE
P0500,M-8499,0,NO ACTION,No significant conflict detected between the available records.,98,HIGH CONFIDENCE,No significant conflict was detected between the available records.,AUTO CLEARED,NOT REQUIRED,,NONE
